report_id,DESCRIPTION,OFFENSE_DATE,LOCATION
222004674,LARCENY THEFT FROM BUILDING,2009-01-21 13:00:00,HIGHLAND ST
222004671,SICK ASSIST,2009-01-21 16:15:00,HUNTINGTON AVE
222004670,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-19 16:40:00,HYDE PARK AVE
222004669,LARCENY THEFT FROM BUILDING,2009-01-20 20:00:00,BUNKER HILL ST
222004667,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-01-21 17:06:00,HARRISON AVE
222004666,INVESTIGATE PERSON,2009-01-21 16:06:00,CREIGHTON ST
222004665,VANDALISM,2009-01-21 13:30:00,GENEVA AVENUE
222004664,INVESTIGATE PERSON,2009-01-21 16:26:00,BROOKS ST
222004662,LARCENY SHOPLIFTING,2009-01-21 16:09:00,WASHINGTON ST
222004661,INVESTIGATE PROPERTY,2009-01-21 16:43:00,LEGENDS WAY
222004660,LARCENY THEFT FROM BUILDING,2009-01-21 15:05:00,SOUTH ST
222004659,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 07:30:00,GRANITE AVE
222004657,SICK ASSIST,2009-01-21 15:40:00,SHANLEY ST
222004656,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-01-21 16:11:00,"HEMENWAY ST & WESTLAND AVE
BOSTON  MA 02115
UNITED"
222004655,VANDALISM,2009-01-08 18:00:00,BLUE HILL AVE
222004652,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-01-21 16:16:00,HARRISON AVE
222004651,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-21 15:46:00,"WOODVILLE ST & BLUE HILL AVE
ROXBURY  MA 02119
UNI"
222004650,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-01-21 15:16:00,"HARCOURT ST & HUNTINGTON AVE
BOSTON  MA 02199
UNIT"
222004649,VERBAL DISPUTE,2009-01-21 15:40:00,HENRY STERLING SQ
222004648,INVESTIGATE PERSON,2009-01-21 14:26:00,MAYHEW ST
222004647,M/V ACCIDENT - OTHER,2009-01-21 15:09:00,DORCHESTER ST
222004646,INVESTIGATE PROPERTY,2009-01-21 15:32:00,ARBOROUGH RD
222004645,SICK ASSIST,2009-01-21 15:06:00,WASHINGTON ST
222004644,BURGLARY - RESIDENTIAL,2009-01-21 14:42:00,HOWE ST
222004643,THREATS TO DO BODILY HARM,2009-01-19 00:00:00,BLUE HILL AVE
222004642,ASSAULT - SIMPLE,2009-01-21 14:58:00,ASHMONT ST
222004641,PROPERTY - FOUND,2009-01-20 19:00:00,CENTRE ST
222004639,PROPERTY - FOUND,2009-01-21 15:11:00,WASHINGTON ST
222004637,SUDDEN DEATH,2009-01-21 13:44:00,BAYARD ST
222004635,ASSAULT - SIMPLE,2009-01-21 14:59:00,PARIS ST
222004633,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-19 22:00:00,CLIFTON ST
222004632,ASSAULT - AGGRAVATED,2009-01-21 14:43:00,PEACEVALE RD
222004631,VERBAL DISPUTE,2009-01-21 14:33:00,WASHINGTON ST
222004629,INVESTIGATE PERSON,2009-01-21 14:25:00,TREMONT ST
222004628,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-01-21 14:15:00,"HYDE PARK AVE & THATCHER ST
HYDE PARK  MA 02136
UN"
222004627,SICK ASSIST,2009-01-21 13:45:00,PARIS ST
222004626,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 01:30:00,GIBSON ST
222004624,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,2009-01-21 13:54:00,"WILLIS ST & PLEASANT ST
DORCHESTER  MA 02125
UNITE"
222004622,SICK ASSIST - DRUG RELATED ILLNESS,2009-01-21 13:52:00,EVERETT ST
222004621,ASSAULT - SIMPLE,2009-01-21 13:00:00,CHERITON RD
222004620,INVESTIGATE PROPERTY,2009-01-21 13:54:00,TREMONT ST
222004617,LARCENY SHOPLIFTING,2009-01-21 11:05:00,HUNTINGTON AVE
222004616,LARCENY THEFT FROM BUILDING,2009-01-21 12:00:00,GIBSON ST
222004615,PROPERTY - ACCIDENTAL DAMAGE,2009-01-21 13:58:00,BLUE HILL AVE
222004614,TOWED MOTOR VEHICLE,2009-01-21 13:05:00,MONADNOCK ST
222004612,LARCENY SHOPLIFTING,2009-01-21 13:24:00,WASHINGTON ST
222004611,FRAUD - FALSE PRETENSE / SCHEME,2009-01-21 11:30:00,GIBSON ST
222004610,SICK ASSIST,2009-01-21 12:01:00,BLUE HILL AVE
222004609,SICK ASSIST,2009-01-21 00:00:00,WASHINGTON ST
222004608,INVESTIGATE PROPERTY,2009-01-20 13:41:00,HANCOCK ST
222004606,PROPERTY - FOUND,2009-01-21 13:25:00,WEST BROADWAY
222004605,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",2009-01-21 12:15:00,HYDE PARK AVE
222004600,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-16 20:00:00,PARIS ST
222004599,TRESPASSING,2009-01-21 11:40:00,DUDLEY ST
222004597,TRESPASSING,2009-01-21 00:00:00,DUDLEY ST
222004593,AUTO THEFT,2009-01-21 12:49:00,"PARK ST & SPENCER ST
DORCHESTER  MA 02124
UNITED S"
222004592,INVESTIGATE PERSON,2009-01-21 12:07:00,HYDE PARK AVE
222004589,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 10:00:00,W BROADWAY
222004588,PROPERTY - FOUND,2009-01-21 12:00:00,HARRISON AVE
222004586,ASSAULT - SIMPLE,2009-01-21 12:11:00,GREEN ST
222004585,LARCENY THEFT FROM BUILDING,2009-01-21 12:12:00,NORTHERN AVE
222004581,LARCENY SHOPLIFTING,2009-01-21 12:00:00,BOYLSTON ST
222004580,TRESPASSING,2009-01-21 11:50:00,BAILEY ST
222004579,PROPERTY - LOST/ MISSING,2009-01-21 00:00:00,WASHINGTON ST
222004578,TOWED MOTOR VEHICLE,2009-01-21 09:57:00,ROUND HILL ST
222004577,PROPERTY - LOST/ MISSING,2009-01-21 11:12:00,MASSACHUSETTS AVE
222004576,SICK ASSIST,2009-01-21 11:34:00,GREW HILL RD
222004575,TOWED MOTOR VEHICLE,2009-01-21 11:00:00,SAINT BOTOLPH ST
222004574,INVESTIGATE PROPERTY,2009-01-21 12:00:00,LEGENDS WAY
222004573,BURGLARY - COMMERICAL,2009-01-12 15:00:00,W BROADWAY
222004572,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 11:55:00,JETTE CT
222004571,LARCENY THEFT FROM BUILDING,2009-01-21 11:56:00,HARRISON AVE
222004568,SICK/INJURED/MEDICAL - PERSON,2009-01-21 11:06:00,CUMMINGS RD
222004567,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 10:47:00,"CHELSEA ST & GOVE ST
EAST BOSTON  MA 02128
UNITED"
222004566,SICK ASSIST,2009-01-21 11:12:00,HARMON ST
222004565,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 11:41:00,LONGWOOD AVE
222004564,INVESTIGATE PROPERTY,2009-01-21 10:11:00,WEYMOUTH AVE
222004562,PROPERTY - LOST/ MISSING,2009-01-21 11:29:00,PARIS ST
222004561,SICK ASSIST,2009-01-21 11:03:00,ALLEGHANY ST
222004560,FRAUD - IMPERSONATION,2009-01-21 11:28:00,W BROADWAY
222004498,INVESTIGATE PERSON,2009-01-21 02:20:00,UNION ST
222004559,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-01-17 07:00:00,GIBSON ST
222004557,INVESTIGATE PROPERTY,2009-01-21 00:00:00,BLUE HILL AVE
222004556,PROPERTY - ACCIDENTAL DAMAGE,2009-01-21 08:39:00,CENTRE ST
222004555,PROPERTY - LOST/ MISSING,2009-01-18 00:00:00,HYDE PARK AVE
222004554,INVESTIGATE PROPERTY,2009-01-20 10:38:00,DEXTER ST
222004552,TOWED MOTOR VEHICLE,2009-01-21 10:21:00,OLD COLONY AVE
222004551,INVESTIGATE PERSON,2009-01-16 00:00:00,BLUE HILL AVE
222004548,THREATS TO DO BODILY HARM,2009-01-21 09:40:00,WOODRUFF WAY
222004546,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-21 10:44:00,PARIS ST
222004545,SERVICE TO OTHER AGENCY,2009-01-20 12:00:00,"CHESNUT HILL DRWY & CAMPANELLA WY
BOSTON  MA 02467"
222004544,SICK ASSIST,2009-01-21 10:12:00,ADAMS ST
222004543,TOWED MOTOR VEHICLE,2009-01-21 10:35:00,HARRISON AVE
222004542,PROPERTY - LOST/ MISSING,2009-01-21 10:00:00,HARRISON AVE
222004541,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 10:04:00,WALDEN ST
222004540,THREATS TO DO BODILY HARM,2009-01-20 12:40:00,CITY HALL PLZ
222004539,MISSING PERSON - LOCATED,2009-01-20 21:30:00,HYDE PARK AVE
222004538,LARCENY THEFT FROM BUILDING,2009-01-21 10:13:00,HARRISON AVE
222004537,FRAUD - FALSE PRETENSE / SCHEME,2009-01-21 10:05:00,PARIS ST
222004535,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-19 08:25:00,NEW SUDBURY ST
222004532,AIRCRAFT INCIDENTS,2009-01-21 09:44:00,PRESCOTT ST
222004531,INVESTIGATE PROPERTY,2009-01-21 08:00:00,BREMEN ST
222004530,MISSING PERSON - LOCATED,2009-01-21 11:14:00,MAGNOLIA ST
222004528,TOWED MOTOR VEHICLE,2009-01-21 07:35:00,NEWBURY ST
222004527,MISSING PERSON - LOCATED,2009-01-11 15:00:00,ELM HILL AVE
222004526,HARASSMENT/ CRIMINAL HARASSMENT,2009-01-05 00:00:00,HYDE PARK AVE
222004525,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 09:04:00,"WALNUT AVE & ROCKLAND ST
ROXBURY  MA 02119
UNITED"
222004524,PROPERTY - LOST/ MISSING,2009-01-20 09:00:00,BLUE HILL AVE
222004523,SICK ASSIST,2009-01-21 08:36:00,BLUE HILL AVE
222004520,ROBBERY,2009-01-21 08:34:00,COMMONWEALTH AVE
222004519,LARCENY THEFT FROM BUILDING,2009-01-21 08:05:00,ARLINGTON ST
222004517,BURGLARY - RESIDENTIAL,2009-01-21 07:01:00,WASHINGTON ST
222004516,SERVICE TO OTHER AGENCY,2009-01-21 07:25:00,HARRISON AVE
222004515,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 07:25:00,CUMMINS HWY
222004514,TOWED MOTOR VEHICLE,2009-01-21 06:17:00,"QUINCY ST & WARREN ST
ROXBURY  MA 02121
UNITED STA"
222004511,VANDALISM,2009-01-20 18:00:00,GIBSON ST
222004510,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 06:18:00,GIBSON STREET
222004508,INVESTIGATE PROPERTY,2009-01-21 04:18:00,DUNMORE ST
222004507,INVESTIGATE PERSON,2009-01-21 03:42:00,BLUE LEDGE DR
222004504,INVESTIGATE PROPERTY,2009-01-21 03:29:00,INTERVALE ST
222004503,AUTO THEFT,2009-01-21 01:50:00,COMMONWEALTH AVE
222004499,INVESTIGATE PERSON,2009-01-21 03:03:00,GORDON ST
222004496,TOWED MOTOR VEHICLE,2009-01-21 00:33:00,SUPPLE RD
222004495,SICK ASSIST - DRUG RELATED ILLNESS,2009-01-21 02:29:00,WASHINGTON ST
222004493,ASSAULT - SIMPLE,2009-01-21 01:16:00,OLD RD
222004491,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-21 00:08:00,LEWIS ST
222004490,VERBAL DISPUTE,2009-01-21 00:55:00,"KINGSDALE ST & WARNER ST
DORCHESTER  MA 02124
UNIT"
222004489,SICK/INJURED/MEDICAL - PERSON,2009-01-21 00:17:00,METROPOLITAN AVE
222004488,TOWED MOTOR VEHICLE,2009-01-20 12:55:00,W EIGHTH ST
222004486,BURGLARY - COMMERICAL,2009-01-21 00:14:00,SHAWMUT AVE
222004485,BURGLARY - RESIDENTIAL,2009-01-20 23:43:00,BREMEN ST
222004484,SUICIDE / SUICIDE ATTEMPT,2009-01-20 23:33:00,RIVER ST
222004483,INVESTIGATE PROPERTY,2009-01-20 23:49:00,"KILBY ST & STATE ST
BOSTON  MA 02109
UNITED STATES"
222004482,DEATH INVESTIGATION,2009-01-20 23:36:00,HOWARD AVE
222004481,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-20 23:41:00,STOUGHTON ST
222004480,M/V ACCIDENT - OTHER,2009-01-20 23:26:00,DORCHESTER ST
222004478,INVESTIGATE PERSON,2009-01-20 22:58:00,SPEEDWELL ST
222004477,SICK ASSIST,2009-01-20 23:05:00,WALWORTH ST
222004476,VERBAL DISPUTE,2009-01-20 22:43:00,ADAMS ST
222004475,VERBAL DISPUTE,2009-01-20 22:23:00,TRENTON ST
222004473,SICK/INJURED/MEDICAL - PERSON,2009-01-20 22:05:00,"MELROSE ST & CHARLES ST S
BOSTON  MA 02116
UNITED"
222004472,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 21:45:00,FULLER ST
222004471,AUTO THEFT,2009-01-20 21:37:00,MASSACHUSETTS AVE
222004467,LARCENY THEFT FROM BUILDING,2009-01-20 21:49:00,DORCHESTER AVE
222004466,TOWED MOTOR VEHICLE,2009-01-20 21:29:00,WEBSTER ST
222004465,M/V ACCIDENT - OTHER,2009-01-20 21:28:00,COLUMBIA RD
222004464,SICK ASSIST - DRUG RELATED ILLNESS,2009-01-20 20:45:00,WASHINGTON ST
222004463,INVESTIGATE PERSON,2009-01-20 18:00:00,CENTRE ST
222004462,SICK/INJURED/MEDICAL - PERSON,2009-01-20 19:10:00,WALFORD WAY
222004460,MISSING PERSON - LOCATED,2009-01-20 18:00:00,HARRISON AVE
222004459,INVESTIGATE PERSON,2009-01-20 20:48:00,CENTRE ST
222004456,INVESTIGATE PROPERTY,2009-01-20 20:33:00,HYDE PARK AVE
222004455,INVESTIGATE PERSON,2009-01-20 08:20:00,GIBSON ST
222004454,SUDDEN DEATH,2009-01-20 18:52:00,JOHNSON ST
222004453,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 20:39:00,"EMERSON ST & DORCHESTER ST
SOUTH BOSTON  MA 02127"
222004451,VAL - VIOLATION OF AUTO LAW,2009-01-20 19:31:00,THEODORE A GLYNN WAY
222004450,INVESTIGATE PERSON,2009-01-20 20:08:00,WASHINGTON ST
222004449,VERBAL DISPUTE,2009-01-20 19:41:00,SEAVER ST
222004448,VANDALISM,2009-01-20 19:07:00,WARREN ST
222004447,INVESTIGATE PERSON,2009-01-20 19:18:00,COTTAGE ST
222004446,LARCENY THEFT OF BICYCLE,2009-01-20 20:09:00,JAMAICAWAY
222004444,LARCENY THEFT FROM BUILDING,2009-01-20 19:00:00,WASHINGTON ST
222004442,ASSAULT - SIMPLE,2009-01-20 19:20:00,WASHINGTON ST
222004440,VANDALISM,2009-01-20 19:50:00,PATTERSON WAY
222004439,SICK ASSIST,2009-01-20 19:29:00,IROQUOIS ST
222004438,LARCENY SHOPLIFTING,2009-01-20 19:34:00,BRIGHTON AVE
222004437,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-20 19:45:00,WASHINGTON ST
222004436,MISSING PERSON - LOCATED,2009-01-20 18:15:00,ANNAPOLIS ST
222004434,INVESTIGATE PERSON,2009-01-20 18:36:00,MASSACHUSETTS AVE
222004432,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-20 19:27:00,HYDE PARK AVE
222004431,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-18 17:30:00,WASHINGTON ST
222004430,INVESTIGATE PERSON,2009-01-20 18:53:00,BOYLSTON ST
222004429,VAL - VIOLATION OF AUTO LAW,2009-01-20 18:33:00,NORTHAMPTON ST
222004428,INVESTIGATE PERSON,2009-01-20 17:49:00,LEWIS MALL
222004427,ROBBERY,2009-01-20 17:48:00,GALLIVAN BLVD
222004425,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-20 16:45:00,HARRISON AVE
222004424,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2009-01-20 18:41:00,BLUE HILL AVE
222004422,MISSING PERSON - LOCATED,2009-01-20 12:00:00,GEORGETOWNE PL
222004421,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,2009-01-20 14:45:00,GURNEY ST
222004420,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 18:39:00,TEMPLE PL
222004419,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 17:50:00,TEMPLE PL
222004418,AUTO THEFT,2009-01-20 10:00:00,W BROADWAY
222004417,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 18:10:00,WASHINGTON ST
222004416,LARCENY SHOPLIFTING,2009-01-20 16:42:00,BOYLSTON ST
222004414,INVESTIGATE PERSON,2009-01-20 18:09:00,"BOYLSTON ST & TREMONT ST
BOSTON  MA 02116
UNITED S"
222004413,AUTO THEFT,2009-01-20 17:53:00,DORCHESTER AVE
222004411,INVESTIGATE PROPERTY,2009-01-20 15:12:00,COLUMBUS AVE
222004410,M/V ACCIDENT - PERSONAL INJURY,2009-01-20 17:48:00,"CLARKWOOD ST & BLUE HILL AVE
MATTAPAN  MA 02126
UN"
222004409,INVESTIGATE PROPERTY,2009-01-20 18:16:00,WASHINGTON ST
222004408,MISSING PERSON - LOCATED,2009-01-19 19:30:00,GIBSON ST
222004407,LANDLORD - TENANT,2009-01-20 17:28:00,RIVER ST
222004406,VAL - VIOLATION OF AUTO LAW,2009-01-20 18:00:00,"DORCHESTER AVE & SEMONT RD
BOSTON  MA 02124
UNITED"
222004405,LANDLORD - TENANT,2009-01-20 15:21:00,RIVER ST
222004404,INVESTIGATE PERSON,2009-01-16 19:13:00,W BROADWAY
222004403,LARCENY ALL OTHERS,2009-01-05 18:00:00,HARRISON AVE
222004401,VAL - VIOLATION OF AUTO LAW,2009-01-20 16:59:00,RIVER ST
222004400,SICK/INJURED/MEDICAL - PERSON,2009-01-20 16:13:00,PARK ST
222004399,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 17:33:00,W BROADWAY
222004398,M/V - LEAVING SCENE - PERSONAL INJURY,2009-01-20 17:55:00,WASHINGTON ST
222004397,ASSAULT - SIMPLE,2009-01-20 16:57:00,WASHINGTON ST
222004396,HARASSMENT/ CRIMINAL HARASSMENT,2009-01-20 17:33:00,EDSON ST
222004395,ROBBERY,2009-01-20 17:31:00,ALBANY ST
222004394,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 17:25:00,TEMPLE PL
222004393,SICK ASSIST,2009-01-20 17:42:00,SARATOGA ST
222004392,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-01-20 17:42:00,"TOPEKA ST & S BAY AVE
ROXBURY  MA 02118
UNITED STA"
222004391,ASSAULT - SIMPLE,2009-01-20 16:08:00,CHELSEA ST
222004390,INVESTIGATE PROPERTY,2009-01-20 17:38:00,WASHINGTON ST
222004389,LANDLORD - TENANT,2009-01-20 16:02:00,DEWEY ST
222004388,ASSAULT - SIMPLE,2009-01-20 14:00:00,BORDER ST
222004387,INVESTIGATE PERSON,2009-01-20 14:43:00,HUNTINGTON AVE
222004386,ASSAULT - SIMPLE,2009-01-20 16:04:00,WASHINGTON ST
222004385,SICK ASSIST,2009-01-20 16:42:00,BOYLSTON ST
222004384,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 15:55:00,HOBSON ST
222004383,SICK ASSIST,2009-01-20 15:59:00,BROOKLEDGE ST
222004382,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 16:20:00,BRANDYWYNE DR
222004380,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,2009-01-20 15:58:00,"BLUE HILL AVE & HARVARD ST
BOSTON  MA 02124
UNITED"
222004378,FRAUD - FALSE PRETENSE / SCHEME,2009-01-18 14:38:00,GIBSON ST
222004377,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-19 23:00:00,WASHINGTON ST
222004375,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 06:30:00,ALBANY ST
222004374,VANDALISM,2009-01-19 17:45:00,GIBSON ST
222004373,INVESTIGATE PERSON,2009-01-20 15:10:00,JERSEY ST
222004370,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 06:50:00,ALBANY ST
222004369,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 14:28:00,WASHINGTON ST
222004368,LARCENY ALL OTHERS,2009-01-18 17:00:00,W BROADWAY
222004367,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-20 15:35:00,"CAMBRIDGE ST & BRIGHTON AVE
BOSTON  MA 02134
UNITE"
222004364,LARCENY THEFT FROM BUILDING,2009-01-20 15:03:00,RIVER ST
222004363,PROPERTY - FOUND,2009-01-20 11:25:00,"KNEELAND ST & HARRISON AVE
BOSTON  MA 02111
UNITED"
222004362,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 14:58:00,LAGRANGE ST
222004361,LARCENY SHOPLIFTING,2009-01-20 02:55:00,NEWBURY ST
222004360,AUTO THEFT,2009-01-20 14:15:00,POMEROY ST
222004358,FRAUD - FALSE PRETENSE / SCHEME,2009-01-20 15:12:00,BLUE HILL AVE
222004357,LARCENY SHOPLIFTING,2009-01-20 14:43:00,GALLIVAN BLVD
222004356,ASSAULT - SIMPLE,2009-01-20 14:00:00,HARRISON AVE
222004354,AUTO THEFT,2009-01-20 13:20:00,BLUE HILL AVE
222004352,FORGERY / COUNTERFEITING,2009-01-18 14:00:00,CHARLES ST S
222004350,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2009-01-20 14:42:00,"DARTMOUTH ST & WARREN AVE
BOSTON  MA 02116
UNITED"
222004349,THREATS TO DO BODILY HARM,2009-01-17 14:49:00,TOWNSEND ST
222004348,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 02:10:00,"CLARENDON ST & SAINT JAMES AVE
BOSTON  MA 02116
UN"
222004347,SICK ASSIST,2009-01-20 11:59:00,G ST
222004346,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-01-20 14:00:00,FIDELIS WAY
222004345,INVESTIGATE PERSON,2009-01-20 02:00:00,HOBSON ST
222004343,TOWED MOTOR VEHICLE,2009-01-20 11:54:00,DUDLEY ST
222004342,LARCENY SHOPLIFTING,2009-01-20 13:26:00,MASSACHUSETTS AVE
222004341,SICK ASSIST - DRUG RELATED ILLNESS,2009-01-20 13:59:00,COREY ST
222004340,LARCENY THEFT FROM BUILDING,2009-01-20 13:33:00,FANEUIL HALL MARKETPLACE
222004339,THREATS TO DO BODILY HARM,2009-01-20 14:11:00,SARATOGA ST
222004338,FRAUD - WIRE,2009-01-03 00:00:00,GIBSON ST
222004337,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 14:00:00,HARRISON AVE
222004335,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-01-20 13:21:00,WASHINGTON ST
222004334,INVESTIGATE PERSON,2009-01-20 12:08:00,SAINT BOTOLPH ST
222004333,AUTO THEFT,2009-01-20 13:25:00,"SUMMER ST & KINGSTON ST
BOSTON  MA 02110
UNITED ST"
222004330,SICK ASSIST,2009-01-20 13:17:00,TREMONT ST
222004329,MISSING PERSON,2009-01-13 13:42:00,W BROADWAY
222004328,LARCENY SHOPLIFTING,2009-01-20 13:15:00,CENTRE ST
222004325,PROPERTY - FOUND,2009-01-20 12:48:00,TRUMAN PKWY
222004323,LARCENY SHOPLIFTING,2009-01-20 12:17:00,WASHINGTON ST
222004322,TOWED MOTOR VEHICLE,2009-01-20 12:11:00,WAYNE ST
222004320,SICK ASSIST,2009-01-20 12:30:00,SPRAGUE ST
222004319,FRAUD - FALSE PRETENSE / SCHEME,2009-01-11 10:00:00,E SECOND ST
222004318,VERBAL DISPUTE,2009-01-20 11:48:00,CATBIRD CT
222004317,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 09:37:00,"BORDER ST & MAVERICK ST
EAST BOSTON  MA 02128
UNIT"
222004314,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 12:00:00,HARRISON AVE
222004313,PROPERTY - FOUND,2009-01-20 12:26:00,NEW SUDBURY ST
222004312,VAL - VIOLATION OF AUTO LAW,2009-01-20 11:34:00,"TREMONT ST & LAGRANGE ST
BOSTON  MA 02116
UNITED S"
222004311,SERVICE TO OTHER AGENCY,2009-01-20 12:21:00,HAMMOND ST
222004310,VANDALISM,2009-01-20 11:43:00,ARCH ST
222004309,FRAUD - WIRE,2009-01-20 12:15:00,BLUE HILL AVE
222004308,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-06 00:00:00,HYDE PARK AVE
222004307,M/V ACCIDENT - PROPERTY DAMAGE,2009-01-20 11:38:00,CLARENCE ST
222004305,TOWED MOTOR VEHICLE,2009-01-20 11:25:00,DORSET STREET
222004303,VAL - OPERATING AFTER REV/SUSP.,2009-01-20 10:59:00,"GENEVA AVE & VAUGHAN AVE
DORCHESTER  MA 02121
UNIT"
222004300,MISSING PERSON - LOCATED,2009-01-19 11:23:00,ELM ST
222004299,TOWED MOTOR VEHICLE,2009-01-20 11:35:00,ALBAN ST
222004298,VAL - VIOLATION OF AUTO LAW,2009-01-20 11:15:00,"WARREN ST & WABON ST
ROXBURY  MA 02121
UNITED STAT"
222004297,AUTO THEFT,2009-01-19 22:20:00,HARRISON AVE
222004295,TRESPASSING,2009-01-20 08:50:00,DUDLEY ST
222004293,HARBOR INCIDENT / VIOLATION,2009-01-20 09:05:00,TERMINAL ST
222004292,HARASSMENT/ CRIMINAL HARASSMENT,2009-01-20 11:02:00,E COTTAGE ST
222004291,INVESTIGATE PERSON,2009-01-18 10:00:00,WARREN AVE
222004290,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-01-13 00:00:00,GIBSON ST
222004289,TOWED MOTOR VEHICLE,2009-01-20 10:29:00,HAYES RD
222004288,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,2009-01-20 09:42:00,"WALNUT AVE & TOWNSEND ST
ROXBURY  MA 02121
UNITED"
222004287,INVESTIGATE PROPERTY,2009-01-20 09:13:00,FAIRMOUNT ST
222004286,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-01-10 00:00:00,HYDE PARK AVE
222004285,INVESTIGATE PROPERTY,2009-01-20 10:00:00,HARRISON AVE
222004284,ASSAULT - SIMPLE,2009-01-20 09:49:00,PARK ST
222004283,EMBEZZLEMENT,2009-01-12 18:00:00,NEW SUDBURY ST
222004282,ASSAULT - AGGRAVATED,2009-01-20 09:41:00,MASSACHUSETTS AVE
222004281,INVESTIGATE PERSON,2009-01-20 09:30:00,TALBOT AVE
222004279,TOWED MOTOR VEHICLE,2009-01-20 08:57:00,COLUMBIA RD
222004277,FRAUD - FALSE PRETENSE / SCHEME,2009-01-20 09:00:00,HARRISON AVE
222004276,VANDALISM,2009-01-19 18:38:00,VINE ST
222004275,PROPERTY - FOUND,2009-01-20 09:32:00,NEW SUDBURY ST
222004274,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-01-20 09:01:00,BROOKFIELD ST
222004272,ASSAULT - SIMPLE,2009-01-20 00:00:00,TREMONT ST
222004271,INVESTIGATE PROPERTY,2009-01-20 08:44:00,BEACON ST
222004270,M/V ACCIDENT - OTHER,2009-01-14 08:00:00,GLEN RD
222004269,HARASSMENT/ CRIMINAL HARASSMENT,2009-01-19 00:00:00,HYDE PARK AVE
222004268,VAL - VIOLATION OF AUTO LAW,2009-01-13 09:32:00,BEACON ST
